No.,No. 2,Description,Price EXW,Description 2,Inventory,Net Change,Unit Price,Unit Price Including VAT,Unit Cost,Profit %,Base Unit of Measure,Blocked,Division Code,Item Category Code,Recipe Item Type,Barcode No.,BRANDS,Gen. Prod. Posting Group,Transfer Posting Group,Inventory Posting Group,Division Description,Item Category Description,Retail Product Code,DisCountinue,Unit Cost1,Retail Product Description,Qty. Onhand at Date,VAT Bus. Posting Gr. (Price),Date Created,Created by User,Last DateTime Modified,Last Modified by User,Gross Weight,Net Weight,No Discount Allowed,Price Includes VAT
11-236,31111000000145,كشافات إنوفا,0.00,X1MT-WB / WT  Led Spotlight  INOVA,0.,0.,50.00,50.00,44.54,-2.442,PCS,TRUE,ELECTRIC,LIGHTING, ,11236,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,44.54,Cars Lamps,0.,VAT,14/3/2019,ZAIDG\RITD013,03/12/25 09:52:52,35762,0.,0.,FALSE,TRUE
1-124,31101000000094,جامو سوكوم 1100ـ 4.5 ـ,0.00,SOCOM 1100 AL CAL 4.5,0.,0.,"1,485.00","1,485.00",0.00,0.,PCS,TRUE,GUNS,AIR RIFLES, ,793676038674,GAMO,PRODUCT,TRANSFER,INV,Guns,Air Rifles,BREAK BARR,TRUE,0.00,Break Barrel,0.,VAT,13/3/2019,ZAIDG\RITD013,03/12/25 09:52:52,35762,0.,0.,FALSE,TRUE
1-125,31101000000095,جامو سوكوم 1100ـ 5.5 ـ,0.00,SOCOM 1100 AL CAL 5.5,0.,0.,"1,485.00","1,485.00",0.00,0.,PCS,TRUE,GUNS,AIR RIFLES,Recipe,793676038681,GAMO,PRODUCT,TRANSFER,INV,Guns,Air Rifles,BREAK BARR,TRUE,0.00,Break Barrel,0.,VAT,13/3/2019,ZAIDG\RITD013,03/12/25 09:52:52,35762,0.,0.,FALSE,TRUE
11-252,31111000000161,"كشافات X2 , XO  إنوفا",0.00,XOMT-WB/WT  Spotlight,7.,7.,35.00,35.00,102.31,-236.16143,PCS,FALSE,ELECTRIC,LIGHTING, ,3111100000161,NITEIZE,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,102.31,Cars Lamps,7.,VAT,13/3/2019,ZAIDG\RITD013,23/07/24 15:20:43,24552,0.,0.,FALSE,TRUE
11-259,31111000000168,كشاف إنوفا         3  X5,0.00,XO3MT - WT / WB,0.,0.,95.00,95.00,107.59,-30.24053,PCS,TRUE,ELECTRIC,LIGHTING, ,671192210135,NITEIZE,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,107.59,Cars Lamps,0.,VAT,13/3/2019,ZAIDG\RITD013,03/12/25 09:52:52,35762,0.,0.,FALSE,TRUE
1-126,31101000000096,بندقية جامو ويسبر   I G T,0.00,"WHISPER IGT AL CAL.4,5",0.,0.,"1,360.00","1,360.00",568.05,51.96636,PCS,TRUE,GUNS,AIR RIFLES, ,793676042145,GAMO,PRODUCT,TRANSFER,INV,Guns,Air Rifles,BREAK BARR,TRUE,568.05,Break Barrel,0.,VAT,13/3/2019,ZAIDG\RITD013,03/12/25 09:52:52,35762,0.,0.,FALSE,TRUE
11-260,31111000000169,كشاف إنوفا   T1,0.00,T1-WB White Led Black Case (671192-22005-9),1.,1.,112.00,112.00,107.50,-10.37946,PCS,FALSE,ELECTRIC,LIGHTING, ,6285654010498,NITEIZE,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,107.50,Cars Lamps,1.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:29:01,30485,0.,0.,FALSE,TRUE
11-261,31111000000170,كشاف انوفا ليد كري بقوة اضاءة 125 لومن,0.00,T2-WB White Led Black Case (671192-22020-2),2.,2.,60.00,60.00,118.57,-127.25917,PCS,FALSE,ELECTRIC,LIGHTING, ,671192220462,NITEIZE,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,118.57,Cars Lamps,2.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:29:01,30485,0.,0.,FALSE,TRUE
11-262,31111000000171,كشاف انوفا ليد كري  بقوة اضاءة 165 لومن,0.00,T3-WB White Led Black Case (671192-22010-3),8.,8.,67.00,67.00,153.238,-163.02045,PCS,FALSE,ELECTRIC,LIGHTING, ,6285654010603,NITEIZE,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,153.238,Cars Lamps,8.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:29:01,30485,0.,0.,FALSE,TRUE
11-266,31111000000175,كشاف فورتكس,0.00,AF2A08XGG,1.,1.,5.00,5.00,22.99,-428.77,PCS,FALSE,ELECTRIC,LIGHTING, ,11266,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,22.99,Cars Lamps,1.,VAT,13/3/2019,ZAIDG\RITD013,23/07/24 15:20:43,24552,0.,0.,FALSE,TRUE
11-268,31111000000177,كشاف فورتكس,0.00,AF2AO8XGV,0.,0.,50.00,50.00,23.88,45.076,PCS,TRUE,ELECTRIC,LIGHTING, ,11268,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,23.88,Cars Lamps,0.,VAT,13/3/2019,ZAIDG\RITD013,03/12/25 09:52:52,35762,0.,0.,FALSE,TRUE
1-127,31101000000097,بندقية جامو شادو4.5    I G T,0.00,GAMO SHADOW IGT 4.5 CAL,1.,1.,"1,015.00","1,015.00",566.00,35.87192,PCS,FALSE,GUNS,AIR RIFLES, ,793676042121,GAMO,PRODUCT,TRANSFER,INV,Guns,Air Rifles,BREAK BARR,TRUE,566.00,Break Barrel,1.,VAT,13/3/2019,ZAIDG\RITD013,02/11/24 11:52:45,36932,0.,0.,FALSE,TRUE
11-272,31111000000181,كشاف فورتكس,0.00,AF2D08XCD,0.,0.,30.00,30.00,32.44,-24.35333,PCS,FALSE,ELECTRIC,LIGHTING, ,11272,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,32.44,Cars Lamps,0.,VAT,13/3/2019,ZAIDG\RITD013,23/07/24 15:20:43,24552,0.,0.,FALSE,TRUE
11-274,31111000000183,كشاف فورتكس,0.00,AF3D08XCD,1.,1.,17.00,17.00,35.25,-138.45588,PCS,FALSE,ELECTRIC,LIGHTING, ,11274,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,35.25,Cars Lamps,1.,VAT,13/3/2019,ZAIDG\RITD013,23/07/24 15:20:43,24552,0.,0.,FALSE,TRUE
11-276,31111000000185,كشاف فورتكس,0.00,AF4D08XCD,1.,1.,20.00,20.00,36.22,-108.265,PCS,FALSE,ELECTRIC,LIGHTING, ,11276,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,36.22,Cars Lamps,1.,VAT,13/3/2019,ZAIDG\RITD013,23/07/24 15:20:43,24552,0.,0.,FALSE,TRUE
11-286,31111000000195,غيار كشاف فورتكس 11/286,0.00,AFVC08C 11/286,0.,0.,55.00,55.00,57.35,-19.91364,PCS,TRUE,OPTICS,OPTICS ACC, ,3111100000195,,PRODUCT,TRANSFER,INV,Optics,Optics Accessories,MOUNTS OPT,TRUE,57.35,Mounts,0.,VAT,28/4/2019,ZAIDG\RITD013,03/12/25 09:52:52,35762,0.,0.,FALSE,TRUE
11-293,31111000000202,كشاف فورتكس,0.00,AF1L081BD,1.,1.,55.00,55.00,0.00,0.,PCS,FALSE,ELECTRIC,LIGHTING, ,11293,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,0.00,Cars Lamps,1.,VAT,13/3/2019,ZAIDG\RITD013,23/07/24 15:20:43,24552,0.,0.,FALSE,TRUE
11-294,31111000000203,كشاف فورتكس,0.00,AF2L081BD,0.,0.,125.00,125.00,0.00,0.,PCS,TRUE,ELECTRIC,LIGHTING, ,11294,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,0.00,Cars Lamps,0.,VAT,13/3/2019,ZAIDG\RITD013,03/12/25 09:52:52,35762,0.,0.,FALSE,TRUE
11-298,31111000000207,كشاف وشاحن جوال,0.00,DYNAMO FLASH LIGHT MT - 023,0.,0.,45.00,45.00,19.96,48.99111,PCS,TRUE,ELECTRIC,MOBILE ACC, ,11298,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Mobile Accessories,MOBILE ACC,TRUE,19.96,Mobile Accessories,0.,VAT,13/3/2019,ZAIDG\RITD013,03/12/25 09:52:52,35762,0.,0.,FALSE,TRUE
1-130,31101000000100,هاتسان توربيدو155 ( 4.5 ),0.00,"AIR RIFLE TORPEDO 155( CAL4,5)",0.,0.,"1,265.00","1,265.00",0.00,0.,PCS,TRUE,GUNS,AIR RIFLES, ,817461010437,HATSAN,PRODUCT,TRANSFER,INV,Guns,Air Rifles,BREAK BARR,TRUE,0.00,Break Barrel,0.,VAT,13/3/2019,ZAIDG\RITD013,03/12/25 09:52:52,35762,0.,0.,FALSE,TRUE
11-305,31111000000214,كشاف شاحن إنوفا   T4,0.00,T 4 BLACK,3.,3.,285.00,285.00,241.964,2.3654,PCS,FALSE,ELECTRIC,LIGHTING, ,94664040991,NITEIZE,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,241.964,Cars Lamps,3.,VAT,13/3/2019,ZAIDG\RITD013,23/07/24 15:20:43,24552,0.,0.,FALSE,TRUE
11-306,31111000000215,كشاف إنوفا   CB-W,0.00,CB-W,0.,0.,2.00,2.00,15.22,-775.15,PCS,TRUE,ELECTRIC,LIGHTING, ,671192240224,NITEIZE,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,15.22,Cars Lamps,0.,VAT,14/3/2019,ZAIDG\RITD013,03/12/25 09:52:52,35762,0.,0.,FALSE,TRUE
11-308,31111000000217,كشاف 3.5 مليون شمعة  5008 VIGEX,0.00,"3.5 M C.P. SPOTLIGHT, BUILT-IN 2 x 6 V 4AH BATTERY",0.,0.,15.00,15.00,35.27,-170.40333,PCS,TRUE,ELECTRIC,LIGHTING, ,11308,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,35.27,Cars Lamps,0.,VAT,13/3/2019,ZAIDG\RITD013,03/12/25 09:52:52,35762,0.,0.,FALSE,TRUE
1-131,31101000000101,هاتسان 90 تي ار  ( 4.5 ),0.00,AIR RIFLE MOD 90TR(CAL 4.5),0.,0.,635.00,635.00,0.00,0.,PCS,TRUE,GUNS,AIR RIFLES, ,817461016514,HATSAN,PRODUCT,TRANSFER,INV,Guns,Air Rifles,BREAK BARR,TRUE,0.00,Break Barrel,0.,VAT,13/3/2019,ZAIDG\RITD013,03/12/25 09:52:52,35762,0.,0.,FALSE,TRUE
11-321,31111000000230,كشاف فورتكس,0.00,TC-3MATTE BLACK3WATT LUXEON STAR LED AF2L083GD,1.,1.,70.00,70.00,150.17,-146.70786,PCS,FALSE,ELECTRIC,LIGHTING, ,11321,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,150.17,Cars Lamps,1.,VAT,13/3/2019,ZAIDG\RITD013,01/04/26 09:26:17,25275,0.,0.,FALSE,TRUE
11-323,31111000000232,كشاف إنوفا,0.00,R2C-T Carbon Fiber Balck/Titanium Head,0.,0.,35.00,35.00,77.15,-153.49286,PCS,TRUE,ELECTRIC,LIGHTING, ,3111100000232,NITEIZE,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,77.15,Cars Lamps,0.,VAT,13/3/2019,ZAIDG\RITD013,03/12/25 09:52:52,35762,0.,0.,FALSE,TRUE
11-324,31111000000233,كشاف إنوفا,0.00,"T5 Black Knurled Handle, white led(671192-22015-8)",2.,2.,120.00,120.00,237.25,-127.36458,PCS,FALSE,ELECTRIC,LIGHTING, ,3111100000233,NITEIZE,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,237.25,Cars Lamps,2.,VAT,13/3/2019,ZAIDG\RITD013,23/07/24 15:20:43,24552,0.,0.,FALSE,TRUE
11-326,31111000000235,كشاف إنوفا,0.00,R2A-T Carbon Fiber Balck/Titanium Head,4.,4.,15.00,15.00,46.443,-256.063,PCS,FALSE,ELECTRIC,LIGHTING, ,671192250025,NITEIZE,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,46.443,Cars Lamps,4.,VAT,13/3/2019,ZAIDG\RITD013,01/04/26 09:26:27,25275,0.,0.,FALSE,TRUE
11-327,31111000000236,كشاف فورتكس,0.00,"VORTEX 2D CELLERD,W/XENONLAMP BLISTER PACK",0.,0.,22.00,22.00,35.87,-87.50227,PCS,TRUE,ELECTRIC,LIGHTING, ,11327,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,35.87,Cars Lamps,0.,VAT,13/3/2019,ZAIDG\RITD013,03/12/25 09:52:52,35762,0.,0.,FALSE,TRUE
11-328,31111000000237,كشاف فورتكس,0.00,VORTEX 2D CELLBULB AF2D08XCB,0.,0.,60.00,60.00,35.87,31.24917,PCS,TRUE,ELECTRIC,LIGHTING, ,11328,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,35.87,Cars Lamps,0.,VAT,13/3/2019,ZAIDG\RITD013,03/12/25 09:52:52,35762,0.,0.,FALSE,TRUE
11-329,31111000000238,كشاف فورتكس,0.00,VORTEX 2D CELL SILVER AF2D08XCS,0.,0.,60.00,60.00,35.87,31.24917,PCS,TRUE,ELECTRIC,LIGHTING, ,11329,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,35.87,Cars Lamps,0.,VAT,13/3/2019,ZAIDG\RITD013,03/12/25 09:52:52,35762,0.,0.,FALSE,TRUE
11-330,31111000000239,كشاف فورتكس,0.00,VORTEX 3D CELL RED AF3D08XCR,0.,0.,30.00,30.00,36.71,-40.72167,PCS,TRUE,ELECTRIC,LIGHTING, ,11330,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,36.71,Cars Lamps,0.,VAT,13/3/2019,ZAIDG\RITD013,03/12/25 09:52:52,35762,0.,0.,FALSE,TRUE
11-331,31111000000240,كشاف فورتكس,0.00,VORTEX 3D CELL BLUB AF3D08XCB,0.,0.,30.00,30.00,36.71,-40.72167,PCS,TRUE,ELECTRIC,LIGHTING, ,11331,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,36.71,Cars Lamps,0.,VAT,13/3/2019,ZAIDG\RITD013,03/12/25 09:52:52,35762,0.,0.,FALSE,TRUE
11-332,31111000000241,كشاف فورتكس,0.00,VORTEX 3D CELL SILVER AF3D08XCS,0.,0.,65.00,65.00,36.71,35.05154,PCS,TRUE,ELECTRIC,LIGHTING, ,11332,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,36.71,Cars Lamps,0.,VAT,13/3/2019,ZAIDG\RITD013,03/12/25 09:52:52,35762,0.,0.,FALSE,TRUE
11-343,31111000000252,بطارية كشاف انوفا,0.00,T4-BO BATTERY -( LITHIUM ION -18-650),0.,0.,70.00,70.00,33.98,44.17571,PCS,TRUE,ELECTRIC,POWER, ,671192230300,NITEIZE,PRODUCT,TRANSFER,INV,Electric,Power,BATTERIES,TRUE,33.98,Batteries,0.,VAT,13/3/2019,ZAIDG\RITD013,01/04/26 09:32:22,25275,0.,0.,FALSE,TRUE
11-348,31111000000257,كشاف زينون شاحن 12 - 220 فولت,0.00,FLASHLIGHT - 110BIG,0.,0.,40.00,40.00,21.64,37.785,PCS,TRUE,ELECTRIC,LIGHTING, ,11348,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,21.64,Cars Lamps,0.,VAT,13/3/2019,ZAIDG\RITD013,03/12/25 09:52:52,35762,0.,0.,FALSE,TRUE
1-135,31101000000105,هاتسان بي تي 65 اس بي  ( 4.5 )فايبر,0.00,AIR RIFLE BT65 SB FIBER (CAL 4.5),0.,0.,"1,199.00","1,199.00","1,075.65",-3.1691,PCS,FALSE,GUNS,AIR RIFLES, ,817461010833,HATSAN,PRODUCT,TRANSFER,INV,Guns,Air Rifles,BREAK BARR,TRUE,"1,075.65",Break Barrel,0.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:28:34,30485,0.,0.,FALSE,TRUE
11-350,31111000000259,لمبة جلسة زينون بالبطاريات,0.00,CAMP LIGHT,0.,0.,5.00,5.00,5.92,-36.16,PCS,TRUE,ELECTRIC,LIGHTING, ,11350,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,5.92,Cars Lamps,0.,VAT,13/3/2019,ZAIDG\RITD013,03/12/25 09:52:52,35762,0.,0.,FALSE,TRUE
11-352,31111000000261,بطارية كشاف,0.00,RECHARGE BATTERY 3.7V,1.,1.,20.00,20.00,3.13,82.0025,PCS,FALSE,ELECTRIC,POWER, ,11352,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Power,BATTERIES,TRUE,3.13,Batteries,1.,VAT,13/3/2019,ZAIDG\RITD013,23/07/24 15:20:43,24552,0.,0.,FALSE,TRUE
11-355,31111000000268,كشاف ميدالية,0.00,LIGHT  JB 5043,0.,0.,15.00,15.00,0.00,0.,PCS,TRUE,ELECTRIC,LIGHTING, ,11355,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,0.00,Cars Lamps,0.,VAT,13/3/2019,ZAIDG\RITD013,03/12/25 09:52:52,35762,0.,0.,FALSE,TRUE
11-356,31111000000269,كشاف يدوي صغير زينون,0.00,LIGHT JB 5033,0.,0.,5.00,5.00,7.58,-74.34,PCS,TRUE,ELECTRIC,LIGHTING, ,11356,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,7.58,Cars Lamps,0.,VAT,13/3/2019,ZAIDG\RITD013,03/12/25 09:52:52,35762,0.,0.,FALSE,TRUE
11-357,31111000000267,كشاف ميدالية على الطاقة الشمسية,0.00,LIGHT  K001,0.,0.,0.50,0.50,0.39,10.3,PCS,TRUE,ELECTRIC,LIGHTING, ,11357,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,0.39,Cars Lamps,0.,VAT,14/3/2019,ZAIDG\RITD013,03/12/25 09:52:52,35762,0.,0.,FALSE,TRUE
11-358,31111000000265,كشاف رأس زينون,0.00,HEAD LIGHT GREEN -CREE-AAA,1.,1.,22.00,22.00,11.94,37.58636,PCS,FALSE,ELECTRIC,LIGHTING, ,11358,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,11.94,Cars Lamps,1.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:29:01,30485,0.,0.,FALSE,TRUE
11-359,31111000000264,كشاف رأس زينون,0.00,HEAD LIGHT(6611),0.,0.,20.00,20.00,6.40,63.2,PCS,TRUE,ELECTRIC,LIGHTING, ,11359,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,6.40,Cars Lamps,0.,VAT,13/3/2019,ZAIDG\RITD013,03/12/25 09:52:52,35762,0.,0.,FALSE,TRUE
1-136,6110052-FO13,بندقية جامو دلتا فورست 4.5,0.00,GAMO DELTA FOREST 4.5 CAL,111.,111.,950.00,950.00,318.637,61.42815,PCS,FALSE,GUNS,AIR RIFLES, ,793676052762,GAMO,PRODUCT,TRANSFER,INV,Guns,Air Rifles,BREAK BARR,FALSE,318.637,Break Barrel,111.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:29:04,30485,0.,0.,FALSE,TRUE
11-360,31111000000266,كشاف كبس  ليد  ذو اضاءة عالية,0.00,HEAD LIGHT BLACK-CREE-AAA,1.,1.,22.00,22.00,13.20,31.,PCS,FALSE,ELECTRIC,LIGHTING, ,11360,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,13.20,Cars Lamps,1.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:29:01,30485,0.,0.,FALSE,TRUE
11-361,31111000000270,كشاف زينون,0.00,LIGHT  JB CO43,0.,0.,30.00,30.00,0.00,0.,PCS,TRUE,ELECTRIC,LIGHTING, ,11361,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,0.00,Cars Lamps,0.,VAT,13/3/2019,ZAIDG\RITD013,03/12/25 09:52:52,35762,0.,0.,FALSE,TRUE
11-362,31111000000271,كشاف( كٌبس 35وات HID شحن 12-220,0.00,RECHARGEABLE 35W HID SPOTLIGHT WITH AC &DC CHARGER,0.,0.,112.00,112.00,166.59,-71.05223,PCS,FALSE,ELECTRIC,LIGHTING, ,11362,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,166.59,Cars Lamps,0.,VAT,13/3/2019,ZAIDG\RITD013,23/07/24 15:20:43,24552,0.,0.,FALSE,TRUE
11-367,31111000000276,كشاف انوفا  ليد كري بقوة  اضاءة 25 لومن,0.00,EMISSIVE BOLT3A FLASH LIGHT BLT34,2.,2.,27.00,27.00,41.363,-76.17574,PCS,FALSE,ELECTRIC,LIGHTING, ,671192350015,NITEIZE,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,41.363,Cars Lamps,2.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:29:01,30485,0.,0.,FALSE,TRUE
11-368,31111000000277,كشاف انوفا ليد كري بقوة اضاءة 107 لومن,0.00,EMISSIVE BOLT 2A FLASH LIGHT BLT2A,8.,8.,55.00,55.00,59.909,-25.26427,PCS,FALSE,ELECTRIC,LIGHTING, ,3111100000277,NITEIZE,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,59.909,Cars Lamps,8.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:29:01,30485,0.,0.,FALSE,TRUE
11-369,31111000000278,قطع غيار كشاف,0.00,spare parts,0.,0.,25.00,25.00,6.56,69.824,PCS,TRUE,ELECTRIC,LIGHTING, ,11369,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,6.56,Cars Lamps,0.,VAT,13/3/2019,ZAIDG\RITD013,03/12/25 09:52:52,35762,0.,0.,FALSE,TRUE
1-137,31101000000107,هنتر 4.5 IGT,0.00,HUNTER IGT CAL-4.5,0.,0.,"1,670.00","1,670.00",708.39,51.21865,PCS,TRUE,GUNS,AIR RIFLES, ,793676042107,GAMO,PRODUCT,TRANSFER,INV,Guns,Air Rifles,BREAK BARR,TRUE,708.39,Break Barrel,0.,VAT,13/3/2019,ZAIDG\RITD013,03/12/25 09:52:52,35762,0.,0.,FALSE,TRUE
11-371,851310000001,كشاف هالوجين 100وات على الولاعة,0.00,HALOGEN SPOTLIGHT - 12V 100W,47.,47.,95.00,95.00,32.401,60.77774,PCS,FALSE,CAMPING,WORK LIGHT, ,6285654001427,AL RIMAYA,PRODUCT,TRANSFER,INV,Camping,WORK LIGHT,WORK LIGHT,TRUE,32.401,WORK LIGHT,47.,VAT,15/3/2020,ZAIDG\30558,29/04/26 08:29:01,30485,0.,0.,FALSE,TRUE
11-372,31111000000281,كشاف جلسة,0.00,12 V LIGHT 3 IN 1(9301-24C),0.,0.,20.00,20.00,23.79,-36.7925,PCS,TRUE,ELECTRIC,LIGHTING, ,11372,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,23.79,Cars Lamps,0.,VAT,13/3/2019,ZAIDG\RITD013,03/12/25 09:52:52,35762,0.,0.,FALSE,TRUE
11-373,31111000000282,سلك توصيلة لمبة على البطارية,0.00,12 V HLDR+5M WIRE(4XE27),61.,61.,1.00,1.00,1.651,-89.865,PCS,FALSE,ELECTRIC,POWER, ,11373,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Power,BATTERIES,TRUE,1.651,Batteries,61.,VAT,13/3/2019,ZAIDG\RITD013,23/07/24 15:20:44,24552,0.,0.,FALSE,TRUE
11-374,31111000000283,لمبة 12 فولت,0.00,12 V BULP(25WE27),0.,0.,10.00,10.00,4.08,53.08,PCS,TRUE,ELECTRIC,LIGHTING, ,11374,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,4.08,Cars Lamps,0.,VAT,13/3/2019,ZAIDG\RITD013,03/12/25 09:52:52,35762,0.,0.,FALSE,TRUE
11-375,31111000000284,كشاف شاحن زينون,0.00,FLASH LIGHT 110 SMALL,0.,0.,22.00,22.00,20.04,-4.75455,PCS,TRUE,ELECTRIC,LIGHTING, ,11375,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,20.04,Cars Lamps,0.,VAT,13/3/2019,ZAIDG\RITD013,03/12/25 09:52:52,35762,0.,0.,FALSE,TRUE
11-376,31111000000288,سلك 12 فولت,0.00,EXT WIRE RIMAYA,0.,0.,25.00,25.00,12.00,44.8,PCS,TRUE,ELECTRIC,POWER, ,11376,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Power,BATTERIES,TRUE,12.00,Batteries,0.,VAT,13/3/2019,ZAIDG\RITD013,03/12/25 09:52:52,35762,0.,0.,FALSE,TRUE
11-377,31111000000285,كشاف(HID كٌبس 35وات 12فولت,0.00,"35W HID BULB 150MM HANDHELDSPOTLIGHT,12VCARCHARGER",4.,4.,112.00,112.00,120.98,-24.22054,PCS,FALSE,ELECTRIC,LIGHTING, ,11377,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,120.98,Cars Lamps,4.,VAT,13/3/2019,ZAIDG\RITD013,29/04/26 08:29:01,30485,0.,0.,FALSE,TRUE
11-378,31111000000286,لمبة شريحة 12 فولت 4 وات,0.00,LED LIGHT LED AND  LIGHT PARTS,6.,6.,15.00,15.00,33.30,-155.3,PCS,FALSE,ELECTRIC,LIGHTING, ,11378,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,33.30,Cars Lamps,6.,VAT,13/3/2019,ZAIDG\RITD013,23/07/24 15:20:44,24552,0.,0.,FALSE,TRUE
11-379,31111000000287,لمبة,0.00,HID BULB AND SPARE,19.,19.,25.00,25.00,11.12,48.848,PCS,FALSE,ELECTRIC,LIGHTING, ,11379,AL RIMAYA,PRODUCT,TRANSFER,INV,Electric,Lighting,CARS LAMPS,TRUE,11.12,Cars Lamps,19.,VAT,13/3/2019,ZAIDG\RITD013,23/07/24 15:20:44,24552,0.,0.,FALSE,TRUE
1-138,6110029513, بندقية جامو شادو دي أكس الهوائية - عيار 4.5,0.00,GAMO SHADOW DX AIR CARBINE 4.5 CAL,77.,77.,"1,350.00","1,350.00",426.856,63.63819,PCS,FALSE,GUNS,AIR RIFLES, ,793676052786,GAMO,PRODUCT,TRANSFER,INV,Guns,Air Rifles,BREAK BARR,FALSE,426.856,Break Barrel,77.,VAT,14/3/2019,ZAIDG\RITD013,29/04/26 08:29:04,30485,0.,0.,FALSE,TRUE
